0.0,22.11764706,0.0,16.13461538
9.72972973,22.37254902,12.97297297,16.63461538
17.83783784,22.62745098,25.2972973,17.17307692
30.81081081,23.03921569,40.86486486,17.57692308
43.78378378,23.39215686,54.16216216,17.96153846
54.16216216,23.68627451,68.43243243,18.28846154
64.21621622,23.88235294,78.48648649,18.40384615
75.24324324,23.88235294,87.24324324,18.32692308
84.32432432,23.70588235,97.94594595,17.92307692
94.7027027,23.25490196,105.4054054,17.61538462
104.7567568,22.62745098,114.1621622,17.03846154
113.5135135,22.1372549,125.1891892,16.28846154
121.6216216,21.56862745,138.4864865,15.55769231
129.0810811,21.05882353,149.8378378,14.84615385
139.4594595,20.47058824,159.2432432,14.36538462
155.3513514,19.49019608,174.1621622,13.73076923
169.6216216,18.8627451,183.8918919,13.63461538
180.972973,18.62745098,193.6216216,13.51923077
192.972973,18.68627451,201.7297297,13.53846154
204.0,19.17647059,207.5675676,14.32692308
216.3243243,19.78431373,212.1081081,14.78846154
224.7567568,20.15686275,219.5675676,15.26923077
233.8378378,20.58823529,226.7027027,15.92307692
240.6486486,21.07843137,235.1351351,16.36538462
247.7837838,21.52941176,243.5675676,16.73076923
254.9189189,22.23529412,256.2162162,17.01923077
264.3243243,22.90196078,265.2972973,17.19230769
272.4324324,23.15686275,273.4054054,17.38461538
278.5945946,23.23529412,280.8648649,17.48076923
286.7027027,23.19607843,288.972973,17.38461538
295.1351351,22.74509804,295.7837838,16.96153846
304.8648649,22.2745098,303.5675676,16.48076923
313.6216216,21.88235294,312.972973,15.78846154
327.2432432,21.35294118,322.7027027,15.71153846
337.9459459,20.90196078,340.5405405,15.71153846
348.6486486,21.01960784,348.972973,15.98076923
354.4864865,21.35294118,354.1621622,16.17307692
360.0,21.76470588,360.0,16.13461538
